Make,Model,Months,Sales,Total,Segment,Body Type,MoM %,YoY %
Citroen,Basalt,January,0,1267,C2,SUV,68,0
Citroen,Basalt,February,0,1267,C2,SUV,68,0
Citroen,Basalt,March,0,1267,C2,SUV,68,0
Citroen,Basalt,April,0,1267,C2,SUV,68,0
Citroen,Basalt,May,0,1267,C2,SUV,68,0
Citroen,Basalt,June,0,1267,C2,SUV,68,0
Citroen,Basalt,July,0,1267,C2,SUV,68,0
Citroen,Basalt,August,579,1267,C2,SUV,68,0
Citroen,Basalt,September,341,1267,C2,SUV,68,0
Citroen,Basalt,October ,221,1267,C2,SUV,68,0
Citroen,Basalt,November ,47,1267,C2,SUV,68,0
Citroen,Basalt,December,79,1267,C2,SUV,68,0
Citroen,C3,January,234,2890,C1,Hatchback,50,-3
Citroen,C3,February,211,2890,C1,Hatchback,50,-3
Citroen,C3,March,265,2890,C1,Hatchback,50,-3
Citroen,C3,April,251,2890,C1,Hatchback,50,-3
Citroen,C3,May,155,2890,C1,Hatchback,50,-3
Citroen,C3,June,77,2890,C1,Hatchback,50,-3
Citroen,C3,July,90,2890,C1,Hatchback,50,-3
Citroen,C3,August,507,2890,C1,Hatchback,50,-3
Citroen,C3,September,300,2890,C1,Hatchback,50,-3
Citroen,C3,October ,300,2890,C1,Hatchback,50,-3
Citroen,C3,November ,200,2890,C1,Hatchback,50,-3
Citroen,C3,December,300,2890,C1,Hatchback,50,-3
Citroen,Aircross,January,231,1470,C2,SUV,-52,-72
Citroen,Aircross,February,127,1470,C2,SUV,-52,-72
Citroen,Aircross,March,211,1470,C2,SUV,-52,-72
Citroen,Aircross,April,93,1470,C2,SUV,-52,-72
Citroen,Aircross,May,125,1470,C2,SUV,-52,-72
Citroen,Aircross,June,136,1470,C2,SUV,-52,-72
Citroen,Aircross,July,68,1470,C2,SUV,-52,-72
Citroen,Aircross,August,38,1470,C2,SUV,-52,-72
Citroen,Aircross,September,41,1470,C2,SUV,-52,-72
Citroen,Aircross,October ,103,1470,C2,SUV,-52,-72
Citroen,Aircross,November ,201,1470,C2,SUV,-52,-72
Citroen,Aircross,December,96,1470,C2,SUV,-52,-72
Citroen,C5 Aircross,January,1,9,D2,SUV,0,-50
Citroen,C5 Aircross,February,0,9,D2,SUV,0,-50
Citroen,C5 Aircross,March,0,9,D2,SUV,0,-50
Citroen,C5 Aircross,April,1,9,D2,SUV,0,-50
Citroen,C5 Aircross,May,0,9,D2,SUV,0,-50
Citroen,C5 Aircross,June,0,9,D2,SUV,0,-50
Citroen,C5 Aircross,July,0,9,D2,SUV,0,-50
Citroen,C5 Aircross,August,1,9,D2,SUV,0,-50
Citroen,C5 Aircross,September,1,9,D2,SUV,0,-50
Citroen,C5 Aircross,October ,4,9,D2,SUV,0,-50
Citroen,C5 Aircross,November ,0,9,D2,SUV,0,-50
Citroen,C5 Aircross,December,1,9,D2,SUV,0,-50
Citroen,e-C3,January,184,1812,C1,SUV,48,0
Citroen,e-C3,February,83,1812,C1,SUV,48,0
Citroen,e-C3,March,530,1812,C1,SUV,48,0
Citroen,e-C3,April,59,1812,C1,SUV,48,0
Citroen,e-C3,May,235,1812,C1,SUV,48,0
Citroen,e-C3,June,126,1812,C1,SUV,48,0
Citroen,e-C3,July,177,1812,C1,SUV,48,0
Citroen,e-C3,August,150,1812,C1,SUV,48,0
Citroen,e-C3,September,28,1812,C1,SUV,48,0
Citroen,e-C3,October ,89,1812,C1,SUV,48,0
Citroen,e-C3,November ,61,1812,C1,SUV,48,0
Citroen,e-C3,December,90,1812,C1,SUV,48,0
Honda,Amaze,January,2972,30690,C1,Sedan,41,54
Honda,Amaze,February,2774,30690,C1,Sedan,41,54
Honda,Amaze,March,2678,30690,C1,Sedan,41,54
Honda,Amaze,April,1796,30690,C1,Sedan,41,54
Honda,Amaze,May,2215,30690,C1,Sedan,41,54
Honda,Amaze,June,1794,30690,C1,Sedan,41,54
Honda,Amaze,July,2327,30690,C1,Sedan,41,54
Honda,Amaze,August,2585,30690,C1,Sedan,41,54
Honda,Amaze,September,2820,30690,C1,Sedan,41,54
Honda,Amaze,October ,2393,30690,C1,Sedan,41,54
Honda,Amaze,November ,2628,30690,C1,Sedan,41,54
Honda,Amaze,December,3708,30690,C1,Sedan,41,54
Honda,City,January,1123,11526,C2,Sedan,10,-30
Honda,City,February,1184,11526,C2,Sedan,10,-30
Honda,City,March,1116,11526,C2,Sedan,10,-30
Honda,City,April,824,11526,C2,Sedan,10,-30
Honda,City,May,1054,11526,C2,Sedan,10,-30
Honda,City,June,859,11526,C2,Sedan,10,-30
Honda,City,July,957,11526,C2,Sedan,10,-30
Honda,City,August,1018,11526,C2,Sedan,10,-30
Honda,City,September,895,11526,C2,Sedan,10,-30
Honda,City,October ,1004,11526,C2,Sedan,10,-30
Honda,City,November ,709,11526,C2,Sedan,10,-30
Honda,City,December,783,11526,C2,Sedan,10,-30
Honda,Elevate,January,4586,27656,C2,SUV,40,-47
Honda,Elevate,February,3184,27656,C2,SUV,40,-47
Honda,Elevate,March,3277,27656,C2,SUV,40,-47
Honda,Elevate,April,1731,27656,C2,SUV,40,-47
Honda,Elevate,May,1553,27656,C2,SUV,40,-47
Honda,Elevate,June,2151,27656,C2,SUV,40,-47
Honda,Elevate,July,1340,27656,C2,SUV,40,-47
Honda,Elevate,August,1723,27656,C2,SUV,40,-47
Honda,Elevate,September,1960,27656,C2,SUV,40,-47
Honda,Elevate,October ,2149,27656,C2,SUV,40,-47
Honda,Elevate,November ,1668,27656,C2,SUV,40,-47
Honda,Elevate,December,2334,27656,C2,SUV,40,-47
Hyundai,Aura,January,5516,55138,C1,Sedan,-9,1
Hyundai,Aura,February,5053,55138,C1,Sedan,-9,1
Hyundai,Aura,March,4883,55138,C1,Sedan,-9,1
Hyundai,Aura,April,4526,55138,C1,Sedan,-9,1
Hyundai,Aura,May,4433,55138,C1,Sedan,-9,1
Hyundai,Aura,June,4299,55138,C1,Sedan,-9,1
Hyundai,Aura,July,4757,55138,C1,Sedan,-9,1
Hyundai,Aura,August,4304,55138,C1,Sedan,-9,1
Hyundai,Aura,September,4462,55138,C1,Sedan,-9,1
Hyundai,Aura,October ,4805,55138,C1,Sedan,-9,1
Hyundai,Aura,November ,4248,55138,C1,Sedan,-9,1
Hyundai,Aura,December,3852,55138,C1,Sedan,-9,1
Hyundai,Alcazar,January,1827,17664,C2,MUV,-37,41
Hyundai,Alcazar,February,1290,17664,C2,MUV,-37,41
Hyundai,Alcazar,March,1420,17664,C2,MUV,-37,41
Hyundai,Alcazar,April,1219,17664,C2,MUV,-37,41
Hyundai,Alcazar,May,944,17664,C2,MUV,-37,41
Hyundai,Alcazar,June,882,17664,C2,MUV,-37,41
Hyundai,Alcazar,July,585,17664,C2,MUV,-37,41
Hyundai,Alcazar,August,1105,17664,C2,MUV,-37,41
Hyundai,Alcazar,September,2712,17664,C2,MUV,-37,41
Hyundai,Alcazar,October ,2204,17664,C2,MUV,-37,41
Hyundai,Alcazar,November ,2134,17664,C2,MUV,-37,41
Hyundai,Alcazar,December,1342,17664,C2,MUV,-37,41
Hyundai,Creta,January,13212,186919,C2,SUV,-18,36
Hyundai,Creta,February,15276,186919,C2,SUV,-18,36
Hyundai,Creta,March,16458,186919,C2,SUV,-18,36
Hyundai,Creta,April,15447,186919,C2,SUV,-18,36
Hyundai,Creta,May,14662,186919,C2,SUV,-18,36
Hyundai,Creta,June,16293,186919,C2,SUV,-18,36
Hyundai,Creta,July,17350,186919,C2,SUV,-18,36
Hyundai,Creta,August,16762,186919,C2,SUV,-18,36
Hyundai,Creta,September,15902,186919,C2,SUV,-18,36
Hyundai,Creta,October ,17497,186919,C2,SUV,-18,36
Hyundai,Creta,November ,15452,186919,C2,SUV,-18,36
Hyundai,Creta,December,12608,186919,C2,SUV,-18,36
Hyundai,Exter,January,8229,84368,C1,SUV,-8,-30
Hyundai,Exter,February,7582,84368,C1,SUV,-8,-30
Hyundai,Exter,March,8475,84368,C1,SUV,-8,-30
Hyundai,Exter,April,7756,84368,C1,SUV,-8,-30
Hyundai,Exter,May,7697,84368,C1,SUV,-8,-30
Hyundai,Exter,June,6908,84368,C1,SUV,-8,-30
Hyundai,Exter,July,6037,84368,C1,SUV,-8,-30
Hyundai,Exter,August,6632,84368,C1,SUV,-8,-30
Hyundai,Exter,September,6908,84368,C1,SUV,-8,-30
Hyundai,Exter,October ,7127,84368,C1,SUV,-8,-30
Hyundai,Exter,November ,5747,84368,C1,SUV,-8,-30
Hyundai,Exter,December,5270,84368,C1,SUV,-8,-30
Hyundai,Grand i10 ,January,6865,64020,B2,Hatchback,-21,-14
Hyundai,Grand i10 ,February,4947,64020,B2,Hatchback,-21,-14
Hyundai,Grand i10 ,March,5034,64020,B2,Hatchback,-21,-14
Hyundai,Grand i10 ,April,5117,64020,B2,Hatchback,-21,-14
Hyundai,Grand i10 ,May,5328,64020,B2,Hatchback,-21,-14
Hyundai,Grand i10 ,June,4948,64020,B2,Hatchback,-21,-14
Hyundai,Grand i10 ,July,4922,64020,B2,Hatchback,-21,-14
Hyundai,Grand i10 ,August,5365,64020,B2,Hatchback,-21,-14
Hyundai,Grand i10 ,September,5103,64020,B2,Hatchback,-21,-14
Hyundai,Grand i10 ,October ,6235,64020,B2,Hatchback,-21,-14
Hyundai,Grand i10 ,November ,5667,64020,B2,Hatchback,-21,-14
Hyundai,Grand i10 ,December,4489,64020,B2,Hatchback,-21,-14
Hyundai,i20,January,7083,60762,B2,Hatchback,-12,-25
Hyundai,i20,February,5131,60762,B2,Hatchback,-12,-25
Hyundai,i20,March,5155,60762,B2,Hatchback,-12,-25
Hyundai,i20,April,5899,60762,B2,Hatchback,-12,-25
Hyundai,i20,May,5169,60762,B2,Hatchback,-12,-25
Hyundai,i20,June,5315,60762,B2,Hatchback,-12,-25
Hyundai,i20,July,4937,60762,B2,Hatchback,-12,-25
Hyundai,i20,August,4913,60762,B2,Hatchback,-12,-25
Hyundai,i20,September,4428,60762,B2,Hatchback,-12,-25
Hyundai,i20,October ,5354,60762,B2,Hatchback,-12,-25
Hyundai,i20,November ,3925,60762,B2,Hatchback,-12,-25
Hyundai,i20,December,3453,60762,B2,Hatchback,-12,-25
Hyundai,Ioniq 5,January,95,528,Premium,SUV,9,-70
Hyundai,Ioniq 5,February,66,528,Premium,SUV,9,-70
Hyundai,Ioniq 5,March,65,528,Premium,SUV,9,-70
Hyundai,Ioniq 5,April,45,528,Premium,SUV,9,-70
Hyundai,Ioniq 5,May,42,528,Premium,SUV,9,-70
Hyundai,Ioniq 5,June,30,528,Premium,SUV,9,-70
Hyundai,Ioniq 5,July,36,528,Premium,SUV,9,-70
Hyundai,Ioniq 5,August,40,528,Premium,SUV,9,-70
Hyundai,Ioniq 5,September,31,528,Premium,SUV,9,-70
Hyundai,Ioniq 5,October ,32,528,Premium,SUV,9,-70
Hyundai,Ioniq 5,November ,22,528,Premium,SUV,9,-70
Hyundai,Ioniq 5,December,24,528,Premium,SUV,9,-70
Hyundai,Kona,January,102,259,Premium,SUV,0,0
Hyundai,Kona,February,86,259,Premium,SUV,0,0
Hyundai,Kona,March,71,259,Premium,SUV,0,0
Hyundai,Kona,April,0,259,Premium,SUV,0,0
Hyundai,Kona,May,0,259,Premium,SUV,0,0
Hyundai,Kona,June,0,259,Premium,SUV,0,0
Hyundai,Kona,July,0,259,Premium,SUV,0,0
Hyundai,Kona,August,0,259,Premium,SUV,0,0
Hyundai,Kona,September,0,259,Premium,SUV,0,0
Hyundai,Kona,October ,0,259,Premium,SUV,0,0
Hyundai,Kona,November ,0,259,Premium,SUV,0,0
Hyundai,Kona,December,0,259,Premium,SUV,0,0
Hyundai,Tucson,January,183,1543,D2,SUV,-61,-84
Hyundai,Tucson,February,157,1543,D2,SUV,-61,-84
Hyundai,Tucson,March,110,1543,D2,SUV,-61,-84
Hyundai,Tucson,April,201,1543,D2,SUV,-61,-84
Hyundai,Tucson,May,168,1543,D2,SUV,-61,-84
Hyundai,Tucson,June,114,1543,D2,SUV,-61,-84
Hyundai,Tucson,July,129,1543,D2,SUV,-61,-84
Hyundai,Tucson,August,125,1543,D2,SUV,-61,-84
Hyundai,Tucson,September,98,1543,D2,SUV,-61,-84
Hyundai,Tucson,October ,141,1543,D2,SUV,-61,-84
Hyundai,Tucson,November ,84,1543,D2,SUV,-61,-84
Hyundai,Tucson,December,33,1543,D2,SUV,-61,-84
Hyundai,Venue,January,11831,117819,C1,SUV,5,-1
Hyundai,Venue,February,8933,117819,C1,SUV,5,-1
Hyundai,Venue,March,9614,117819,C1,SUV,5,-1
Hyundai,Venue,April,9120,117819,C1,SUV,5,-1
Hyundai,Venue,May,9327,117819,C1,SUV,5,-1
Hyundai,Venue,June,9890,117819,C1,SUV,5,-1
Hyundai,Venue,July,8840,117819,C1,SUV,5,-1
Hyundai,Venue,August,9085,117819,C1,SUV,5,-1
Hyundai,Venue,September,10259,117819,C1,SUV,5,-1
Hyundai,Venue,October ,10901,117819,C1,SUV,5,-1
Hyundai,Venue,November ,9754,117819,C1,SUV,5,-1
Hyundai,Venue,December,10265,117819,C1,SUV,5,-1
Hyundai,Verna,January,2172,17113,C2,Sedan,-28,22
Hyundai,Verna,February,1680,17113,C2,Sedan,-28,22
Hyundai,Verna,March,1716,17113,C2,Sedan,-28,22
Hyundai,Verna,April,1571,17113,C2,Sedan,-28,22
Hyundai,Verna,May,1381,17113,C2,Sedan,-28,22
Hyundai,Verna,June,1424,17113,C2,Sedan,-28,22
Hyundai,Verna,July,1420,17113,C2,Sedan,-28,22
Hyundai,Verna,August,1194,17113,C2,Sedan,-28,22
Hyundai,Verna,September,1198,17113,C2,Sedan,-28,22
Hyundai,Verna,October ,1272,17113,C2,Sedan,-28,22
Hyundai,Verna,November ,1213,17113,C2,Sedan,-28,22
Hyundai,Verna,December,872,17113,C2,Sedan,-28,22
Jeep,Compass,January,286,2988,D1,SUV,-7,-29
Jeep,Compass,February,204,2988,D1,SUV,-7,-29
Jeep,Compass,March,329,2988,D1,SUV,-7,-29
Jeep,Compass,April,282,2988,D1,SUV,-7,-29
Jeep,Compass,May,269,2988,D1,SUV,-7,-29
Jeep,Compass,June,216,2988,D1,SUV,-7,-29
Jeep,Compass,July,213,2988,D1,SUV,-7,-29
Jeep,Compass,August,280,2988,D1,SUV,-7,-29
Jeep,Compass,September,310,2988,D1,SUV,-7,-29
Jeep,Compass,October ,236,2988,D1,SUV,-7,-29
Jeep,Compass,November ,188,2988,D1,SUV,-7,-29
Jeep,Compass,December,175,2988,D1,SUV,-7,-29
Jeep,Meridian,January,110,1218,D2,SUV,-36,-42
Jeep,Meridian,February,127,1218,D2,SUV,-36,-42
Jeep,Meridian,March,96,1218,D2,SUV,-36,-42
Jeep,Meridian,April,95,1218,D2,SUV,-36,-42
Jeep,Meridian,May,75,1218,D2,SUV,-36,-42
Jeep,Meridian,June,65,1218,D2,SUV,-36,-42
Jeep,Meridian,July,63,1218,D2,SUV,-36,-42
Jeep,Meridian,August,60,1218,D2,SUV,-36,-42
Jeep,Meridian,September,55,1218,D2,SUV,-36,-42
Jeep,Meridian,October ,188,1218,D2,SUV,-36,-42
Jeep,Meridian,November ,173,1218,D2,SUV,-36,-42
Jeep,Meridian,December,111,1218,D2,SUV,-36,-42
Jeep,Wrangler,January,0,0,Premium,SUV,0,0
Jeep,Wrangler,February,0,0,Premium,SUV,0,0
Jeep,Wrangler,March,0,0,Premium,SUV,0,0
Jeep,Wrangler,April,0,0,Premium,SUV,0,0
Jeep,Wrangler,May,0,0,Premium,SUV,0,0
Jeep,Wrangler,June,0,0,Premium,SUV,0,0
Jeep,Wrangler,July,0,0,Premium,SUV,0,0
Jeep,Wrangler,August,0,0,Premium,SUV,0,0
Jeep,Wrangler,September,0,0,Premium,SUV,0,0
Jeep,Wrangler,October ,0,0,Premium,SUV,0,0
Jeep,Wrangler,November ,0,0,Premium,SUV,0,0
Jeep,Wrangler,December,0,0,Premium,SUV,0,0
Kia,Carens,January,5848,63674,Utility,MUV,-54,2
Kia,Carens,February,4832,63674,Utility,MUV,-54,2
Kia,Carens,March,4737,63674,Utility,MUV,-54,2
Kia,Carens,April,5328,63674,Utility,MUV,-54,2
Kia,Carens,May,5316,63674,Utility,MUV,-54,2
Kia,Carens,June,5154,63674,Utility,MUV,-54,2
Kia,Carens,July,5679,63674,Utility,MUV,-54,2
Kia,Carens,August,5881,63674,Utility,MUV,-54,2
Kia,Carens,September,6217,63674,Utility,MUV,-54,2
Kia,Carens,October ,6384,63674,Utility,MUV,-54,2
Kia,Carens,November ,5672,63674,Utility,MUV,-54,2
Kia,Carens,December,2626,63674,Utility,MUV,-54,2
Kia,Carnival,January,0,599,D2,MUV,-57,0
Kia,Carnival,February,0,599,D2,MUV,-57,0
Kia,Carnival,March,0,599,D2,MUV,-57,0
Kia,Carnival,April,0,599,D2,MUV,-57,0
Kia,Carnival,May,0,599,D2,MUV,-57,0
Kia,Carnival,June,0,599,D2,MUV,-57,0
Kia,Carnival,July,0,599,D2,MUV,-57,0
Kia,Carnival,August,0,599,D2,MUV,-57,0
Kia,Carnival,September,0,599,D2,MUV,-57,0
Kia,Carnival,October ,255,599,D2,MUV,-57,0
Kia,Carnival,November ,241,599,D2,MUV,-57,0
Kia,Carnival,December,103,599,D2,MUV,-57,0
Kia,EV6,January,0,292,Premium,SUV,-10,917
Kia,EV6,February,1,292,Premium,SUV,-10,917
Kia,EV6,March,1,292,Premium,SUV,-10,917
Kia,EV6,April,5,292,Premium,SUV,-10,917
Kia,EV6,May,15,292,Premium,SUV,-10,917
Kia,EV6,June,24,292,Premium,SUV,-10,917
Kia,EV6,July,22,292,Premium,SUV,-10,917
Kia,EV6,August,33,292,Premium,SUV,-10,917
Kia,EV6,September,12,292,Premium,SUV,-10,917
Kia,EV6,October ,50,292,Premium,SUV,-10,917
Kia,EV6,November ,68,292,Premium,SUV,-10,917
Kia,EV6,December,61,292,Premium,SUV,-10,917
Kia,Seltos,January,6391,73745,C2,SUV,-47,-72
Kia,Seltos,February,6265,73745,C2,SUV,-47,-72
Kia,Seltos,March,7912,73745,C2,SUV,-47,-72
Kia,Seltos,April,6734,73745,C2,SUV,-47,-72
Kia,Seltos,May,6736,73745,C2,SUV,-47,-72
Kia,Seltos,June,6306,73745,C2,SUV,-47,-72
Kia,Seltos,July,5347,73745,C2,SUV,-47,-72
Kia,Seltos,August,6536,73745,C2,SUV,-47,-72
Kia,Seltos,September,6959,73745,C2,SUV,-47,-72
Kia,Seltos,October ,6365,73745,C2,SUV,-47,-72
Kia,Seltos,November ,5364,73745,C2,SUV,-47,-72
Kia,Seltos,December,2830,73745,C2,SUV,-47,-72
Kia,Sonet,January,11530,106690,C1,SUV,-64,33270
Kia,Sonet,February,9102,106690,C1,SUV,-64,33270
Kia,Sonet,March,8750,106690,C1,SUV,-64,33270
Kia,Sonet,April,7901,106690,C1,SUV,-64,33270
Kia,Sonet,May,7433,106690,C1,SUV,-64,33270
Kia,Sonet,June,9816,106690,C1,SUV,-64,33270
Kia,Sonet,July,9459,106690,C1,SUV,-64,33270
Kia,Sonet,August,10073,106690,C1,SUV,-64,33270
Kia,Sonet,September,10335,106690,C1,SUV,-64,33270
Kia,Sonet,October ,9699,106690,C1,SUV,-64,33270
Kia,Sonet,November ,9255,106690,C1,SUV,-64,33270
Kia,Sonet,December,3337,106690,C1,SUV,-64,33270
Mahindra,Bolero,January,9964,99771,Utility,MUV,-16,-26
